idx,log_timestamp,camera,ave_speed,speed_units,image_path,image_w,image_h,image_bigger,direction,plugin_name,cx,cy,mw,mh,m_area,x_left,x_right,y_upper,y_lower,max_speed_over,min_area,track_counter,cal_obj_px,cal_obj_mm,status,cam_location
20220304-1055397,"""2022-03-04 10:55:39""",PiCam,21.02,mph,media/images/speed-20220302-0832/speed-21-20220304-1055397.jpg,960,720,3,L2R,None,49,17,56,39,2184,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1107009,"""2022-03-04 11:07:00""",PiCam,22.72,mph,media/images/speed-20220302-0832/speed-23-20220304-1107009.jpg,960,720,3,L2R,None,84,9,83,51,4233,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1117280,"""2022-03-04 11:17:28""",PiCam,18.36,mph,media/images/speed-20220302-0832/speed-18-20220304-1117280.jpg,960,720,3,L2R,None,106,12,69,44,3036,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1121067,"""2022-03-04 11:21:06""",PiCam,29.86,mph,media/images/speed-20220302-0832/speed-30-20220304-1121067.jpg,960,720,3,R2L,None,52,16,55,37,2035,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1128334,"""2022-03-04 11:28:33""",PiCam,23.34,mph,media/images/speed-20220302-0832/speed-23-20220304-1128334.jpg,960,720,3,L2R,None,97,12,66,43,2838,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1139255,"""2022-03-04 11:39:25""",PiCam,21.37,mph,media/images/speed-20220302-0832/speed-21-20220304-1139255.jpg,960,720,3,R2L,None,26,20,98,32,3136,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1141207,"""2022-03-04 11:41:20""",PiCam,24.36,mph,media/images/speed-20220302-0832/speed-24-20220304-1141207.jpg,960,720,3,L2R,None,76,36,47,27,1269,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1142064,"""2022-03-04 11:42:06""",PiCam,19.52,mph,media/images/speed-20220302-0832/speed-20-20220304-1142064.jpg,960,720,3,L2R,None,90,15,57,36,2052,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1145233,"""2022-03-04 11:45:23""",PiCam,19.87,mph,media/images/speed-20220302-0832/speed-20-20220304-1145233.jpg,960,720,3,R2L,None,126,14,45,38,1710,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1146451,"""2022-03-04 11:46:45""",PiCam,32.57,mph,media/images/speed-20220302-0832/speed-33-20220304-1146451.jpg,960,720,3,L2R,None,63,11,54,46,2484,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1149502,"""2022-03-04 11:49:50""",PiCam,26.01,mph,media/images/speed-20220302-0832/speed-26-20220304-1149502.jpg,960,720,3,R2L,None,72,12,51,41,2091,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1151097,"""2022-03-04 11:51:09""",PiCam,18.51,mph,media/images/speed-20220302-0832/speed-19-20220304-1151097.jpg,960,720,3,R2L,None,76,12,61,41,2501,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1151234,"""2022-03-04 11:51:23""",PiCam,20.08,mph,media/images/speed-20220302-0832/speed-20-20220304-1151234.jpg,960,720,3,R2L,None,79,0,37,63,2331,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1157481,"""2022-03-04 11:57:48""",PiCam,21.44,mph,media/images/speed-20220302-0832/speed-21-20220304-1157481.jpg,960,720,3,L2R,None,57,20,64,36,2304,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1200335,"""2022-03-04 12:00:33""",PiCam,21.74,mph,media/images/speed-20220302-0832/speed-22-20220304-1200335.jpg,960,720,3,L2R,None,40,10,55,49,2695,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1203145,"""2022-03-04 12:03:14""",PiCam,35.67,mph,media/images/speed-20220302-0832/speed-36-20220304-1203145.jpg,960,720,3,R2L,None,61,19,58,33,1914,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1231327,"""2022-03-04 12:31:32""",PiCam,22.62,mph,media/images/speed-20220302-0832/speed-23-20220304-1231327.jpg,960,720,3,R2L,None,69,13,60,40,2400,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1231565,"""2022-03-04 12:31:56""",PiCam,26.47,mph,media/images/speed-20220302-0832/speed-26-20220304-1231565.jpg,960,720,3,R2L,None,104,15,39,39,1521,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1238177,"""2022-03-04 12:38:17""",PiCam,22.5,mph,media/images/speed-20220302-0832/speed-23-20220304-1238177.jpg,960,720,3,L2R,None,70,11,81,48,3888,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1238294,"""2022-03-04 12:38:29""",PiCam,25.77,mph,media/images/speed-20220302-0832/speed-26-20220304-1238294.jpg,960,720,3,R2L,None,117,20,38,32,1216,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1238529,"""2022-03-04 12:38:52""",PiCam,28.68,mph,media/images/speed-20220302-0832/speed-29-20220304-1238529.jpg,960,720,3,R2L,None,112,20,45,32,1440,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1239073,"""2022-03-04 12:39:07""",PiCam,29.91,mph,media/images/speed-20220302-0832/speed-30-20220304-1239073.jpg,960,720,3,L2R,None,109,18,63,37,2331,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1241318,"""2022-03-04 12:41:31""",PiCam,32.62,mph,media/images/speed-20220302-0832/speed-33-20220304-1241318.jpg,960,720,3,R2L,None,60,14,60,40,2400,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1241572,"""2022-03-04 12:41:57""",PiCam,23.86,mph,media/images/speed-20220302-0832/speed-24-20220304-1241572.jpg,960,720,3,R2L,None,68,16,55,37,2035,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1244545,"""2022-03-04 12:44:54""",PiCam,29.08,mph,media/images/speed-20220302-0832/speed-29-20220304-1244545.jpg,960,720,3,L2R,None,92,0,65,53,3445,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1249318,"""2022-03-04 12:49:31""",PiCam,27.52,mph,media/images/speed-20220302-0832/speed-28-20220304-1249318.jpg,960,720,3,L2R,None,41,20,45,35,1575,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1249400,"""2022-03-04 12:49:40""",PiCam,32.9,mph,media/images/speed-20220302-0832/speed-33-20220304-1249400.jpg,960,720,3,L2R,None,96,19,59,36,2124,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1250341,"""2022-03-04 12:50:34""",PiCam,29.45,mph,media/images/speed-20220302-0832/speed-29-20220304-1250341.jpg,960,720,3,R2L,None,65,27,35,25,875,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1251004,"""2022-03-04 12:51:00""",PiCam,39.98,mph,media/images/speed-20220302-0832/speed-40-20220304-1251004.jpg,960,720,3,R2L,None,112,19,50,35,1750,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1251593,"""2022-03-04 12:51:59""",PiCam,26.31,mph,media/images/speed-20220302-0832/speed-26-20220304-1251593.jpg,960,720,3,R2L,None,69,23,48,30,1440,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1252169,"""2022-03-04 12:52:16""",PiCam,27.86,mph,media/images/speed-20220302-0832/speed-28-20220304-1252169.jpg,960,720,3,L2R,None,34,20,55,37,2035,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1257068,"""2022-03-04 12:57:06""",PiCam,18.7,mph,media/images/speed-20220302-0832/speed-19-20220304-1257068.jpg,960,720,3,R2L,None,109,30,29,22,638,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1257077,"""2022-03-04 12:57:07""",PiCam,22.76,mph,media/images/speed-20220302-0832/speed-23-20220304-1257077.jpg,960,720,3,R2L,None,32,29,39,22,858,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1259388,"""2022-03-04 12:59:38""",PiCam,31.25,mph,media/images/speed-20220302-0832/speed-31-20220304-1259388.jpg,960,720,3,R2L,None,29,10,44,42,1848,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1302241,"""2022-03-04 13:02:24""",PiCam,19.66,mph,media/images/speed-20220302-0832/speed-20-20220304-1302241.jpg,960,720,3,R2L,None,79,11,56,42,2352,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1304325,"""2022-03-04 13:04:32""",PiCam,30.46,mph,media/images/speed-20220302-0832/speed-30-20220304-1304325.jpg,960,720,3,R2L,None,25,20,96,33,3168,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1310093,"""2022-03-04 13:10:09""",PiCam,23.59,mph,media/images/speed-20220302-0832/speed-24-20220304-1310093.jpg,960,720,3,L2R,None,75,30,39,30,1170,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1310103,"""2022-03-04 13:10:10""",PiCam,18.01,mph,media/images/speed-20220302-0832/speed-18-20220304-1310103.jpg,960,720,3,L2R,None,147,15,29,46,1334,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1317180,"""2022-03-04 13:17:18""",PiCam,24.1,mph,media/images/speed-20220302-0832/speed-24-20220304-1317180.jpg,960,720,3,R2L,None,72,18,43,34,1462,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1318492,"""2022-03-04 13:18:49""",PiCam,24.05,mph,media/images/speed-20220302-0832/speed-24-20220304-1318492.jpg,960,720,3,L2R,None,76,14,73,48,3504,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1319310,"""2022-03-04 13:19:31""",PiCam,27.36,mph,media/images/speed-20220302-0832/speed-27-20220304-1319310.jpg,960,720,3,L2R,None,83,14,82,49,4018,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1320068,"""2022-03-04 13:20:06""",PiCam,23.16,mph,media/images/speed-20220302-0832/speed-23-20220304-1320068.jpg,960,720,3,L2R,None,126,0,27,63,1701,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1321099,"""2022-03-04 13:21:09""",PiCam,17.26,mph,media/images/speed-20220302-0832/speed-17-20220304-1321099.jpg,960,720,3,R2L,None,97,18,45,34,1530,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1321109,"""2022-03-04 13:21:10""",PiCam,15.17,mph,media/images/speed-20220302-0832/speed-15-20220304-1321109.jpg,960,720,3,R2L,None,28,19,32,32,1024,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1323186,"""2022-03-04 13:23:18""",PiCam,23.9,mph,media/images/speed-20220302-0832/speed-24-20220304-1323186.jpg,960,720,3,L2R,None,77,26,35,36,1260,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1324345,"""2022-03-04 13:24:34""",PiCam,34.79,mph,media/images/speed-20220302-0832/speed-35-20220304-1324345.jpg,960,720,3,L2R,None,75,18,54,43,2322,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1328218,"""2022-03-04 13:28:21""",PiCam,19.83,mph,media/images/speed-20220302-0832/speed-20-20220304-1328218.jpg,960,720,3,R2L,None,94,27,32,26,832,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1334062,"""2022-03-04 13:34:06""",PiCam,42.43,mph,media/images/speed-20220302-0832/speed-42-20220304-1334062.jpg,960,720,3,L2R,None,99,20,48,39,1872,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1337346,"""2022-03-04 13:37:34""",PiCam,31.65,mph,media/images/speed-20220302-0832/speed-32-20220304-1337346.jpg,960,720,3,R2L,None,48,21,69,32,2208,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1346383,"""2022-03-04 13:46:38""",PiCam,29.26,mph,media/images/speed-20220302-0832/speed-29-20220304-1346383.jpg,960,720,3,L2R,None,94,11,83,48,3984,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1355588,"""2022-03-04 13:55:58""",PiCam,25.76,mph,media/images/speed-20220302-0832/speed-26-20220304-1355588.jpg,960,720,3,R2L,None,125,16,37,37,1369,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1359420,"""2022-03-04 13:59:42""",PiCam,30.03,mph,media/images/speed-20220302-0832/speed-30-20220304-1359420.jpg,960,720,3,L2R,None,72,0,77,63,4851,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1359429,"""2022-03-04 13:59:42""",PiCam,22.01,mph,media/images/speed-20220302-0832/speed-22-20220304-1359429.jpg,960,720,3,L2R,None,113,0,25,63,1575,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1407028,"""2022-03-04 14:07:02""",PiCam,24.88,mph,media/images/speed-20220302-0832/speed-25-20220304-1407028.jpg,960,720,3,L2R,None,81,14,42,41,1722,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1409586,"""2022-03-04 14:09:58""",PiCam,20.59,mph,media/images/speed-20220302-0832/speed-21-20220304-1409586.jpg,960,720,3,L2R,None,103,26,31,22,682,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1411181,"""2022-03-04 14:11:18""",PiCam,24.51,mph,media/images/speed-20220302-0832/speed-25-20220304-1411181.jpg,960,720,3,R2L,None,82,3,46,45,2070,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1411191,"""2022-03-04 14:11:19""",PiCam,26.99,mph,media/images/speed-20220302-0832/speed-27-20220304-1411191.jpg,960,720,3,R2L,None,42,0,15,34,510,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1411256,"""2022-03-04 14:11:25""",PiCam,17.57,mph,media/images/speed-20220302-0832/speed-18-20220304-1411256.jpg,960,720,3,L2R,None,105,0,23,63,1449,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1417383,"""2022-03-04 14:17:38""",PiCam,24.83,mph,media/images/speed-20220302-0832/speed-25-20220304-1417383.jpg,960,720,3,R2L,None,78,0,56,41,2296,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1417393,"""2022-03-04 14:17:39""",PiCam,17.92,mph,media/images/speed-20220302-0832/speed-18-20220304-1417393.jpg,960,720,3,R2L,None,45,0,13,38,494,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1418491,"""2022-03-04 14:18:49""",PiCam,15.03,mph,media/images/speed-20220302-0832/speed-15-20220304-1418491.jpg,960,720,3,L2R,None,94,28,56,31,1736,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1429092,"""2022-03-04 14:29:09""",PiCam,28.58,mph,media/images/speed-20220302-0832/speed-29-20220304-1429092.jpg,960,720,3,L2R,None,73,8,81,41,3321,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1430204,"""2022-03-04 14:30:20""",PiCam,26.67,mph,media/images/speed-20220302-0832/speed-27-20220304-1430204.jpg,960,720,3,L2R,None,88,22,20,30,600,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1505003,"""2022-03-04 15:05:00""",PiCam,49.12,mph,media/images/speed-20220302-0832/speed-49-20220304-1505003.jpg,960,720,3,L2R,None,131,20,46,36,1656,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1506502,"""2022-03-04 15:06:50""",PiCam,25.65,mph,media/images/speed-20220302-0832/speed-26-20220304-1506502.jpg,960,720,3,R2L,None,27,30,24,21,504,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1507009,"""2022-03-04 15:07:00""",PiCam,32.99,mph,media/images/speed-20220302-0832/speed-33-20220304-1507009.jpg,960,720,3,R2L,None,42,30,24,19,456,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1509131,"""2022-03-04 15:09:13""",PiCam,26.94,mph,media/images/speed-20220302-0832/speed-27-20220304-1509131.jpg,960,720,3,R2L,None,102,22,18,19,342,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1516047,"""2022-03-04 15:16:04""",PiCam,28.92,mph,media/images/speed-20220302-0832/speed-29-20220304-1516047.jpg,960,720,3,L2R,None,42,20,45,29,1305,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1528221,"""2022-03-04 15:28:22""",PiCam,31.72,mph,media/images/speed-20220302-0832/speed-32-20220304-1528221.jpg,960,720,3,R2L,None,77,31,20,24,480,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1531116,"""2022-03-04 15:31:11""",PiCam,27.32,mph,media/images/speed-20220302-0832/speed-27-20220304-1531116.jpg,960,720,3,L2R,None,95,21,69,35,2415,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1532200,"""2022-03-04 15:32:20""",PiCam,19.9,mph,media/images/speed-20220302-0832/speed-20-20220304-1532200.jpg,960,720,3,R2L,None,127,14,20,24,480,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1532211,"""2022-03-04 15:32:21""",PiCam,19.01,mph,media/images/speed-20220302-0832/speed-19-20220304-1532211.jpg,960,720,3,R2L,None,25,16,25,22,550,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1548163,"""2022-03-04 15:48:16""",PiCam,33.6,mph,media/images/speed-20220302-0832/speed-34-20220304-1548163.jpg,960,720,3,L2R,None,119,9,48,51,2448,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1548236,"""2022-03-04 15:48:23""",PiCam,20.0,mph,media/images/speed-20220302-0832/speed-20-20220304-1548236.jpg,960,720,3,L2R,None,85,15,29,45,1305,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1553292,"""2022-03-04 15:53:29""",PiCam,21.45,mph,media/images/speed-20220302-0832/speed-21-20220304-1553292.jpg,960,720,3,L2R,None,43,15,38,43,1634,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1554254,"""2022-03-04 15:54:25""",PiCam,19.92,mph,media/images/speed-20220302-0832/speed-20-20220304-1554254.jpg,960,720,3,R2L,None,129,22,36,29,1044,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1556375,"""2022-03-04 15:56:37""",PiCam,24.39,mph,media/images/speed-20220302-0832/speed-24-20220304-1556375.jpg,960,720,3,L2R,None,37,19,54,43,2322,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1557192,"""2022-03-04 15:57:19""",PiCam,27.69,mph,media/images/speed-20220302-0832/speed-28-20220304-1557192.jpg,960,720,3,L2R,None,39,19,47,44,2068,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1557239,"""2022-03-04 15:57:23""",PiCam,23.17,mph,media/images/speed-20220302-0832/speed-23-20220304-1557239.jpg,960,720,3,R2L,None,76,24,46,29,1334,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1601345,"""2022-03-04 16:01:34""",PiCam,25.69,mph,media/images/speed-20220302-0832/speed-26-20220304-1601345.jpg,960,720,3,L2R,None,90,24,32,26,832,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1606378,"""2022-03-04 16:06:37""",PiCam,25.75,mph,media/images/speed-20220302-0832/speed-26-20220304-1606378.jpg,960,720,3,R2L,None,48,45,31,18,558,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1607510,"""2022-03-04 16:07:51""",PiCam,30.37,mph,media/images/speed-20220302-0832/speed-30-20220304-1607510.jpg,960,720,3,R2L,None,83,29,26,19,494,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1624090,"""2022-03-04 16:24:09""",PiCam,31.5,mph,media/images/speed-20220302-0832/speed-31-20220304-1624090.jpg,960,720,3,L2R,None,116,11,37,46,1702,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1624399,"""2022-03-04 16:24:39""",PiCam,33.37,mph,media/images/speed-20220302-0832/speed-33-20220304-1624399.jpg,960,720,3,R2L,None,89,28,28,23,644,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1627111,"""2022-03-04 16:27:11""",PiCam,29.91,mph,media/images/speed-20220302-0832/speed-30-20220304-1627111.jpg,960,720,3,L2R,None,131,19,39,26,1014,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1628142,"""2022-03-04 16:28:14""",PiCam,25.81,mph,media/images/speed-20220302-0832/speed-26-20220304-1628142.jpg,960,720,3,L2R,None,133,20,42,38,1596,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1636197,"""2022-03-04 16:36:19""",PiCam,27.28,mph,media/images/speed-20220302-0832/speed-27-20220304-1636197.jpg,960,720,3,L2R,None,81,0,42,25,1050,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1640179,"""2022-03-04 16:40:17""",PiCam,27.93,mph,media/images/speed-20220302-0832/speed-28-20220304-1640179.jpg,960,720,3,R2L,None,46,19,38,24,912,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1641587,"""2022-03-04 16:41:58""",PiCam,17.84,mph,media/images/speed-20220302-0832/speed-18-20220304-1641587.jpg,960,720,3,R2L,None,68,0,56,28,1568,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1651083,"""2022-03-04 16:51:08""",PiCam,26.86,mph,media/images/speed-20220302-0832/speed-27-20220304-1651083.jpg,960,720,3,R2L,None,82,20,38,30,1140,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1651333,"""2022-03-04 16:51:33""",PiCam,30.74,mph,media/images/speed-20220302-0832/speed-31-20220304-1651333.jpg,960,720,3,R2L,None,78,24,19,19,361,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1651359,"""2022-03-04 16:51:35""",PiCam,31.14,mph,media/images/speed-20220302-0832/speed-31-20220304-1651359.jpg,960,720,3,L2R,None,141,20,38,25,950,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1706206,"""2022-03-04 17:06:20""",PiCam,26.95,mph,media/images/speed-20220302-0832/speed-27-20220304-1706206.jpg,960,720,3,L2R,None,69,36,40,14,560,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1708258,"""2022-03-04 17:08:25""",PiCam,27.66,mph,media/images/speed-20220302-0832/speed-28-20220304-1708258.jpg,960,720,3,L2R,None,141,7,26,35,910,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1710483,"""2022-03-04 17:10:48""",PiCam,25.61,mph,media/images/speed-20220302-0832/speed-26-20220304-1710483.jpg,960,720,3,L2R,None,101,16,25,27,675,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1712188,"""2022-03-04 17:12:18""",PiCam,25.26,mph,media/images/speed-20220302-0832/speed-25-20220304-1712188.jpg,960,720,3,L2R,None,104,7,33,37,1221,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1719240,"""2022-03-04 17:19:24""",PiCam,26.77,mph,media/images/speed-20220302-0832/speed-27-20220304-1719240.jpg,960,720,3,L2R,None,53,13,29,30,870,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1722485,"""2022-03-04 17:22:48""",PiCam,24.02,mph,media/images/speed-20220302-0832/speed-24-20220304-1722485.jpg,960,720,3,L2R,None,94,13,37,33,1221,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1725195,"""2022-03-04 17:25:19""",PiCam,24.25,mph,media/images/speed-20220302-0832/speed-24-20220304-1725195.jpg,960,720,3,L2R,None,147,16,24,30,720,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1725475,"""2022-03-04 17:25:47""",PiCam,23.7,mph,media/images/speed-20220302-0832/speed-24-20220304-1725475.jpg,960,720,3,L2R,None,144,10,35,35,1225,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1735240,"""2022-03-04 17:35:24""",PiCam,25.5,mph,media/images/speed-20220302-0832/speed-25-20220304-1735240.jpg,960,720,3,R2L,None,130,15,37,28,1036,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1737086,"""2022-03-04 17:37:08""",PiCam,18.55,mph,media/images/speed-20220302-0832/speed-19-20220304-1737086.jpg,960,720,3,R2L,None,122,17,35,29,1015,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1739527,"""2022-03-04 17:39:52""",PiCam,18.79,mph,media/images/speed-20220302-0832/speed-19-20220304-1739527.jpg,960,720,3,R2L,None,30,16,94,29,2726,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1754125,"""2022-03-04 17:54:12""",PiCam,22.89,mph,media/images/speed-20220302-0832/speed-23-20220304-1754125.jpg,960,720,3,L2R,None,143,14,24,30,720,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1757548,"""2022-03-04 17:57:54""",PiCam,16.19,mph,media/images/speed-20220302-0832/speed-16-20220304-1757548.jpg,960,720,3,L2R,None,91,15,30,28,840,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1800152,"""2022-03-04 18:00:15""",PiCam,28.78,mph,media/images/speed-20220302-0832/speed-29-20220304-1800152.jpg,960,720,3,L2R,None,100,18,68,37,2516,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1804033,"""2022-03-04 18:04:03""",PiCam,26.28,mph,media/images/speed-20220302-0832/speed-26-20220304-1804033.jpg,960,720,3,R2L,None,70,16,38,29,1102,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1809516,"""2022-03-04 18:09:51""",PiCam,33.57,mph,media/images/speed-20220302-0832/speed-34-20220304-1809516.jpg,960,720,3,L2R,None,81,16,27,36,972,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1812435,"""2022-03-04 18:12:43""",PiCam,34.87,mph,media/images/speed-20220302-0832/speed-35-20220304-1812435.jpg,960,720,3,R2L,None,60,19,24,27,648,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1813546,"""2022-03-04 18:13:54""",PiCam,19.12,mph,media/images/speed-20220302-0832/speed-19-20220304-1813546.jpg,960,720,3,R2L,None,136,16,34,31,1054,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1814440,"""2022-03-04 18:14:44""",PiCam,20.04,mph,media/images/speed-20220302-0832/speed-20-20220304-1814440.jpg,960,720,3,L2R,None,56,20,56,32,1792,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1817045,"""2022-03-04 18:17:04""",PiCam,16.9,mph,media/images/speed-20220302-0832/speed-17-20220304-1817045.jpg,960,720,3,L2R,None,60,16,59,34,2006,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1819273,"""2022-03-04 18:19:27""",PiCam,18.82,mph,media/images/speed-20220302-0832/speed-19-20220304-1819273.jpg,960,720,3,L2R,None,56,21,40,33,1320,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1819282,"""2022-03-04 18:19:28""",PiCam,20.72,mph,media/images/speed-20220302-0832/speed-21-20220304-1819282.jpg,960,720,3,L2R,None,83,19,15,25,375,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1819418,"""2022-03-04 18:19:41""",PiCam,16.06,mph,media/images/speed-20220302-0832/speed-16-20220304-1819418.jpg,960,720,3,R2L,None,88,18,46,28,1288,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1821004,"""2022-03-04 18:21:00""",PiCam,21.22,mph,media/images/speed-20220302-0832/speed-21-20220304-1821004.jpg,960,720,3,R2L,None,95,24,28,22,616,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1821014,"""2022-03-04 18:21:01""",PiCam,21.54,mph,media/images/speed-20220302-0832/speed-22-20220304-1821014.jpg,960,720,3,R2L,None,27,22,15,21,315,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1821264,"""2022-03-04 18:21:26""",PiCam,15.63,mph,media/images/speed-20220302-0832/speed-16-20220304-1821264.jpg,960,720,3,L2R,None,48,14,63,40,2520,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1823017,"""2022-03-04 18:23:01""",PiCam,18.14,mph,media/images/speed-20220302-0832/speed-18-20220304-1823017.jpg,960,720,3,L2R,None,64,27,29,26,754,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1835037,"""2022-03-04 18:35:03""",PiCam,29.84,mph,media/images/speed-20220302-0832/speed-30-20220304-1835037.jpg,960,720,3,L2R,None,108,14,70,44,3080,50,250,110,173,15,200,6,25,1092.2,,None
20220304-1835394,"""2022-03-04 18:35:39""",PiCam,33.24,mph,media/images/speed-20220302-0832/speed-33-20220304-1835394.jpg,960,720,3,R2L,None,133,10,28,31,868,50,250,110,173,15,200,6,56,2743.2,,None
20220304-1835404,"""2022-03-04 18:35:40""",PiCam,28.2,mph,media/images/speed-20220302-0832/speed-28-20220304-1835404.jpg,960,720,3,R2L,None,41,26,32,15,480,50,250,110,173,15,200,6,56,2743.2,,None
